Timestamp,NCPR,LYXN,TRNQ,EMUX,KRYA,FMSG,NCSA,GIRN,MDRN,BELL
2026-02-03 14:50,85.25,151.0,34.91,210.27,62.13,18.08,93.83,43.42,125.82,33.02
2026-02-03 15:00,85.59,150.88,34.79,210.84,62.43,18.08,94.02,43.58,125.68,32.97
2026-02-03 15:10,85.8,151.29,34.86,210.51,62.73,18.05,93.96,43.62,125.98,33.07
2026-02-03 15:20,85.88,151.41,34.87,210.72,62.35,18.03,94.01,43.49,126.05,33.05
2026-02-03 15:30,86.19,151.79,34.82,210.67,62.34,18.0,94.04,43.4,125.84,33.13
2026-02-03 15:40,86.3,151.6,34.92,210.44,62.38,18.06,94.04,43.46,125.75,33.11
2026-02-03 15:50,86.27,151.42,34.9,209.85,62.31,18.04,94.0,43.43,125.74,33.17
2026-02-03 16:00,86.42,151.27,34.77,209.46,62.25,18.01,93.87,43.28,125.66,33.2
2026-02-04 09:30,86.53,151.14,34.73,209.12,62.24,17.96,93.97,43.08,125.6,33.23
2026-02-04 09:40,86.57,151.8,34.77,208.75,62.23,17.83,93.96,42.98,125.77,33.17
2026-02-04 09:50,86.55,151.65,34.97,208.63,62.51,17.89,94.05,43.03,125.85,32.95
2026-02-04 10:00,86.51,151.86,34.96,208.11,62.51,18.01,94.28,43.03,126.03,32.91
2026-02-04 10:10,86.22,151.64,35.14,208.01,62.47,17.99,94.62,43.22,126.46,32.89
2026-02-04 10:20,86.27,151.27,35.31,207.57,62.51,17.91,94.52,43.12,126.35,32.83
2026-02-04 10:30,86.18,151.48,35.19,207.66,62.7,17.88,94.4,43.1,126.57,32.86
2026-02-04 10:40,86.09,151.6,35.07,207.92,62.76,17.86,94.25,43.0,126.68,33.0
2026-02-04 10:50,85.99,151.72,34.84,207.7,62.76,17.8,94.09,42.92,126.74,32.99
2026-02-04 11:00,85.61,151.21,34.77,207.88,62.35,17.76,94.0,43.09,126.67,33.03
2026-02-04 11:10,85.64,150.7,34.86,207.96,62.43,18.04,93.63,43.29,126.62,33.07
2026-02-04 11:20,85.63,150.6,34.8,208.09,62.21,18.1,93.56,43.16,126.54,33.22
2026-02-04 11:30,85.55,150.69,34.72,208.38,62.31,18.23,93.53,43.24,126.56,33.38
2026-02-04 11:40,85.43,150.87,34.7,208.36,62.33,18.25,93.51,43.27,126.86,33.5
2026-02-04 11:50,85.58,150.77,34.61,208.72,62.47,18.36,93.41,43.25,126.55,33.46
2026-02-04 12:00,85.75,150.66,34.68,208.66,62.52,18.28,93.43,42.9,126.52,33.27
2026-02-04 12:10,85.97,150.85,34.73,209.23,62.38,18.41,93.6,42.88,126.74,33.14
2026-02-04 12:20,85.83,150.71,34.68,208.84,62.57,18.39,93.66,42.81,126.4,33.17
2026-02-04 12:30,85.5,150.7,34.53,209.59,62.71,18.4,93.89,42.72,126.51,33.2
2026-02-04 12:40,85.55,151.01,34.61,209.7,62.46,18.33,93.87,42.73,126.3,33.49
2026-02-04 12:50,85.82,151.16,34.62,209.63,62.32,18.34,93.92,42.59,126.36,33.48
2026-02-04 13:00,85.49,150.96,34.58,210.34,62.41,18.24,94.01,42.42,126.57,33.42
2026-02-04 13:10,85.48,151.28,34.44,209.82,62.33,18.32,93.75,42.1,126.49,33.49
2026-02-04 13:20,85.69,151.17,34.4,210.26,62.05,18.29,93.78,42.15,126.4,33.5
2026-02-04 13:30,85.27,151.02,34.45,209.89,62.06,18.33,93.73,42.17,126.22,33.48
2026-02-04 13:40,85.38,151.06,34.39,209.98,62.17,18.18,93.94,42.14,126.3,33.63
2026-02-04 13:50,85.15,150.89,34.36,209.69,62.44,18.12,93.84,42.16,126.08,33.58
2026-02-04 14:00,85.21,150.82,34.35,209.49,62.21,18.14,94.16,42.17,126.12,33.67
2026-02-04 14:10,84.99,151.23,34.38,210.11,62.11,18.28,94.3,42.23,126.17,33.64
2026-02-04 14:20,85.2,151.27,34.16,209.69,62.08,18.3,94.29,42.38,125.81,33.66
2026-02-04 14:30,84.9,151.46,34.16,209.85,61.96,18.4,94.48,42.45,125.79,33.74
2026-02-04 14:40,84.78,151.67,34.34,210.26,61.85,18.43,94.26,42.52,125.88,33.51
2026-02-04 14:50,84.59,151.61,34.31,209.81,61.91,18.45,94.23,42.43,126.08,33.72
2026-02-04 15:00,84.51,151.46,34.37,209.68,61.9,18.5,93.89,42.59,126.09,33.67
2026-02-04 15:10,84.5,151.46,34.18,210.25,61.91,18.54,94.06,42.47,126.19,33.64
2026-02-04 15:20,84.65,150.95,34.17,210.02,61.97,18.57,93.94,42.39,126.17,33.54
2026-02-04 15:30,84.79,150.86,33.85,209.89,61.82,18.45,93.72,42.41,126.43,33.58
2026-02-04 15:40,84.7,150.98,33.81,209.63,61.66,18.33,93.66,42.43,126.41,33.53
2026-02-04 15:50,84.54,151.13,33.67,209.92,61.51,18.27,93.4,42.37,126.6,33.6
2026-02-04 16:00,84.71,151.26,33.55,209.8,61.4,18.37,93.19,42.48,126.77,33.82
2026-02-05 09:30,84.64,151.44,33.8,209.57,61.18,18.24,93.32,42.27,126.71,33.88
2026-02-05 09:40,84.68,151.54,33.83,210.06,61.04,18.19,93.19,42.36,126.88,33.94
2026-02-05 09:50,84.88,151.26,34.01,210.64,61.15,18.32,92.9,42.31,126.75,34.03
2026-02-05 10:00,84.71,151.45,34.16,210.91,61.2,18.25,92.75,42.45,126.9,34.03
2026-02-05 10:10,84.64,150.97,34.05,211.64,61.01,18.26,92.93,42.31,126.94,34.14
2026-02-05 10:20,84.65,151.66,33.87,212.05,60.99,18.32,93.01,42.23,126.98,33.92
2026-02-05 10:30,84.76,151.74,33.94,212.45,61.05,18.33,92.86,42.15,127.21,34.1
2026-02-05 10:40,84.72,151.76,33.84,212.91,61.15,18.48,92.71,42.11,127.26,34.18
2026-02-05 10:50,84.69,151.55,33.94,213.19,61.02,18.58,92.92,42.13,127.28,34.25
2026-02-05 11:00,84.55,151.56,33.71,213.53,60.8,18.69,92.87,42.11,127.16,34.22
2026-02-05 11:10,84.79,150.96,33.85,213.66,60.62,18.61,93.16,42.01,126.95,34.36
2026-02-05 11:20,84.85,150.74,33.88,213.27,60.79,18.7,93.26,42.05,127.29,34.37
2026-02-05 11:30,84.66,150.85,34.11,212.89,60.74,18.73,93.26,41.94,127.51,34.66
2026-02-05 11:40,84.69,150.64,33.94,212.99,60.9,18.77,93.26,41.88,127.3,34.76
2026-02-05 11:50,84.85,150.27,34.12,213.21,61.11,18.67,93.02,41.86,127.4,34.99
2026-02-05 12:00,84.98,150.22,34.01,213.69,60.97,18.79,92.98,42.05,127.53,34.98
2026-02-05 12:10,84.89,150.14,34.06,213.73,60.89,18.78,92.99,41.81,127.63,34.86
2026-02-05 12:20,84.7,149.74,33.86,213.21,60.79,18.93,92.9,41.83,127.71,34.88
2026-02-05 12:30,84.69,149.46,34.02,213.91,60.55,18.85,92.86,41.72,127.81,34.79
2026-02-05 12:40,85.06,149.75,34.05,214.31,60.71,18.81,92.72,41.74,127.98,34.81
2026-02-05 12:50,84.8,149.56,34.04,214.28,61.0,18.71,92.81,41.91,128.42,34.77
2026-02-05 13:00,84.89,149.7,34.07,214.25,61.07,18.52,92.93,41.92,128.38,35.02
2026-02-05 13:10,84.78,149.61,34.29,213.93,60.99,18.51,93.09,41.95,128.13,34.96
2026-02-05 13:20,84.68,149.59,34.34,214.1,60.74,18.59,93.14,42.11,128.22,35.1
2026-02-05 13:30,84.76,149.92,34.4,214.06,61.07,18.66,93.24,41.97,127.98,35.14
2026-02-05 13:40,84.79,149.78,34.42,214.68,61.18,18.58,93.22,41.88,127.91,35.09
2026-02-05 13:50,84.71,149.48,34.4,214.47,60.75,18.73,93.42,41.84,127.91,34.95
2026-02-05 14:00,85.0,149.94,34.42,214.87,60.78,18.63,93.35,41.86,127.83,34.93
2026-02-05 14:10,84.99,149.92,34.43,214.46,60.68,18.54,93.53,41.62,128.06,35.1
2026-02-05 14:20,84.95,149.3,34.4,214.44,60.54,18.5,93.8,41.7,127.88,34.91
2026-02-05 14:30,84.89,149.26,34.45,214.24,60.61,18.65,93.95,41.7,127.85,34.86
2026-02-05 14:40,85.1,149.11,34.46,214.26,60.54,18.54,94.02,41.69,127.95,34.8
2026-02-05 14:50,85.31,148.91,34.65,213.59,60.61,18.58,93.88,41.74,128.2,34.53
2026-02-05 15:00,85.4,148.32,34.55,214.22,60.53,18.5,93.85,41.98,127.85,34.4
2026-02-05 15:10,85.66,148.76,34.54,213.75,60.84,18.62,93.97,41.89,127.85,34.38
2026-02-05 15:20,85.72,149.11,34.64,213.34,61.04,18.64,94.1,42.06,127.64,34.38
2026-02-05 15:30,85.64,148.74,34.68,214.31,60.78,18.64,94.21,42.08,127.62,34.22
2026-02-05 15:40,85.68,148.57,34.44,214.77,60.92,18.65,94.26,42.2,127.67,34.34
2026-02-05 15:50,85.63,148.88,34.48,214.85,60.74,18.67,94.11,42.13,127.51,34.21
2026-02-05 16:00,86.0,149.2,34.69,214.38,60.75,18.57,93.99,42.03,127.75,34.17
2026-02-06 09:30,86.19,149.35,34.95,213.82,60.94,18.66,93.82,42.15,127.82,34.14
2026-02-06 09:40,86.05,149.19,35.18,213.82,61.06,18.6,93.69,42.27,127.57,34.09
2026-02-06 09:50,86.06,149.22,35.17,213.98,61.16,18.66,93.52,42.24,127.8,34.21
2026-02-06 10:00,85.83,149.31,34.95,214.0,61.45,18.59,93.37,42.33,127.51,34.13
2026-02-06 10:10,85.94,149.16,34.92,214.29,61.51,18.61,93.32,42.38,127.49,34.19
2026-02-06 10:20,85.85,149.12,34.81,214.28,61.4,18.53,93.37,42.41,127.64,34.14
2026-02-06 10:30,85.93,149.26,34.87,213.97,61.42,18.56,93.37,42.17,127.68,34.42
2026-02-06 10:40,85.87,149.09,34.91,214.09,61.6,18.47,93.5,42.24,127.65,34.46
2026-02-06 10:50,86.05,149.3,34.79,214.41,61.59,18.47,93.52,42.23,127.88,34.46
2026-02-06 11:00,85.86,149.21,34.81,214.89,61.69,18.41,93.97,42.26,128.13,34.44
2026-02-06 11:10,85.96,149.41,34.95,215.3,61.82,18.39,93.87,42.3,128.32,34.42
2026-02-06 11:20,86.15,149.77,34.85,214.98,61.8,18.42,93.78,42.46,128.4,34.43
2026-02-06 11:30,85.9,149.45,34.88,214.16,61.96,18.41,94.36,42.73,128.37,34.42
2026-02-06 11:40,86.08,149.87,34.7,213.48,61.87,18.45,94.45,42.85,128.14,34.13
2026-02-06 11:50,86.23,149.67,34.48,213.54,61.99,18.44,94.37,42.84,128.08,33.97
2026-02-06 12:00,86.11,149.8,34.52,213.61,61.85,18.43,93.99,42.86,128.35,33.79
2026-02-06 12:10,86.02,149.89,34.66,213.44,61.75,18.29,94.01,43.1,128.41,33.79
2026-02-06 12:20,86.08,149.89,34.57,213.76,61.78,18.29,93.84,43.26,128.54,33.73
2026-02-06 12:30,86.25,149.77,34.49,213.47,61.52,18.33,93.52,43.11,128.15,33.72
2026-02-06 12:40,86.23,149.7,34.38,213.03,61.6,18.29,93.58,43.01,128.19,33.88
2026-02-06 12:50,86.34,149.6,34.41,212.94,61.6,18.27,93.55,43.04,128.0,33.76
2026-02-06 13:00,86.1,149.23,34.28,213.0,61.47,18.31,93.56,42.82,128.13,33.87
2026-02-06 13:10,85.93,149.33,34.19,213.04,61.29,18.18,93.5,42.81,128.06,33.72
2026-02-06 13:20,85.87,149.4,34.18,213.12,61.2,18.26,93.29,42.86,128.29,33.79
2026-02-06 13:30,85.84,149.28,34.3,212.58,61.06,18.24,93.51,42.91,128.1,33.75
2026-02-06 13:40,85.74,149.11,34.41,212.06,61.3,18.3,93.71,42.86,128.08,33.58
2026-02-06 13:50,85.65,149.23,34.55,211.64,61.25,18.29,93.47,42.93,127.94,33.56
2026-02-06 14:00,85.58,149.05,34.56,211.56,61.2,18.24,93.53,43.13,127.97,33.68
2026-02-06 14:10,85.35,149.09,34.44,211.0,61.09,18.33,93.7,43.16,127.68,33.66
2026-02-06 14:20,85.4,149.14,34.24,210.67,61.08,18.37,93.31,43.14,127.72,33.77
2026-02-06 14:30,85.52,149.28,34.15,209.95,61.03,18.44,93.56,43.23,127.8,33.82
2026-02-06 14:40,85.43,149.26,34.34,209.6,61.27,18.42,93.8,43.07,127.92,33.73
2026-02-06 14:50,85.2,149.31,34.45,209.28,61.05,18.41,93.79,43.13,128.1,33.73
2026-02-06 15:00,85.52,149.37,34.42,208.68,61.02,18.39,93.97,43.19,127.88,33.75
2026-02-06 15:10,85.64,149.74,34.52,208.97,61.03,18.42,94.19,43.04,127.82,33.66
2026-02-06 15:20,85.7,150.04,34.45,208.07,60.97,18.49,94.29,43.09,127.77,33.51
2026-02-06 15:30,85.8,149.84,34.7,208.29,60.89,18.45,94.28,43.07,127.99,33.54
2026-02-06 15:40,85.68,150.3,34.71,208.58,60.81,18.48,94.34,42.85,128.38,33.7
2026-02-06 15:50,85.61,150.04,34.75,208.62,60.86,18.49,94.43,43.02,128.49,33.57
2026-02-06 16:00,85.85,150.44,35.1,208.2,60.9,18.34,94.54,42.96,128.86,33.48
